processor,meanpower,benchmark,frequency,cpuid
p4,2.189814,cpuload_all_25_4096,2133000,1
p4,2.004594,cpuload_all_25_4096,1733000,1
p4,2.011927,cpuload_all_25_4096,1733000,1
p4,2.035173,cpuload_all_25_4096,1733000,1
p4,1.856395,cpuload_all_25_4096,1199000,1
p4,1.901735,cpuload_all_25_4096,1199000,1
p4,1.882523,cpuload_all_25_4096,1199000,1
p4,6.559526,cpuload_all_50_4096,2533000,0
p4,6.616892,cpuload_all_50_4096,2533000,0
p4,6.561842,cpuload_all_50_4096,2533000,0
p4,5.929682,cpuload_all_50_4096,2133000,0
p4,5.591120,namd,2133000,1
p4,5.618696,namd,2133000,1
p4,5.731951,namd,2133000,1
p4,5.094415,namd,1733000,1
p4,5.164608,namd,1733000,1
p4,5.152460,namd,1733000,1
p4,4.414231,namd,1199000,1
p4,4.435810,namd,1199000,1
p4,4.472022,namd,1199000,1
p4,7.408736,omnetpp,2533000,0
p4,5.776423,cpuload_all_50_4096,2133000,0
p4,7.343837,omnetpp,2533000,0
p4,7.306274,omnetpp,2533000,0
p4,6.252165,omnetpp,2133000,0
p4,6.180234,omnetpp,2133000,0
p4,6.227766,omnetpp,2133000,0
p4,5.445170,omnetpp,1733000,0
p4,5.419540,omnetpp,1733000,0
p4,5.415511,omnetpp,1733000,0
p4,4.647433,omnetpp,1199000,0
p4,4.641397,omnetpp,1199000,0
p4,5.876108,cpuload_all_50_4096,2133000,0
p4,4.665809,omnetpp,1199000,0
p4,7.401462,omnetpp,2533000,1
p4,7.316676,omnetpp,2533000,1
p4,7.358871,omnetpp,2533000,1
p4,6.261209,omnetpp,2133000,1
p4,6.187339,omnetpp,2133000,1
p4,6.160315,omnetpp,2133000,1
p4,5.409543,omnetpp,1733000,1
p4,5.399376,omnetpp,1733000,1
p4,5.425768,omnetpp,1733000,1
p4,5.289927,cpuload_all_50_4096,1733000,0
p4,4.563403,omnetpp,1199000,1
p4,4.545937,omnetpp,1199000,1
p4,4.536883,omnetpp,1199000,1
p4,6.056932,povray,2533000,0
p4,6.233296,povray,2533000,0
p4,6.277253,povray,2533000,0
p4,5.490198,povray,2133000,0
p4,5.457778,povray,2133000,0
p4,5.362136,povray,2133000,0
p4,4.810614,povray,1733000,0
p4,5.277076,cpuload_all_50_4096,1733000,0
p4,4.916992,povray,1733000,0
p4,5.049631,povray,1733000,0
p4,4.488263,povray,1199000,0
p4,4.441786,povray,1199000,0
p4,4.280294,povray,1199000,0
p4,6.081804,povray,2533000,1
p4,6.202238,povray,2533000,1
p4,6.289145,povray,2533000,1
p4,5.400256,povray,2133000,1
p4,5.531326,povray,2133000,1
p4,5.213634,cpuload_all_50_4096,1733000,0
p4,5.573011,povray,2133000,1
p4,5.102954,povray,1733000,1
p4,4.770790,povray,1733000,1
p4,4.879339,povray,1733000,1
p4,4.311355,povray,1199000,1
p4,4.368606,povray,1199000,1
p4,4.386569,povray,1199000,1
p4,7.073466,sjeng,2533000,0
p4,7.062760,sjeng,2533000,0
p4,7.098378,sjeng,2533000,0
p4,4.543054,cpuload_all_50_4096,1199000,0
p4,6.153805,sjeng,2133000,0
p4,6.171728,sjeng,2133000,0
p4,6.181722,sjeng,2133000,0
p4,5.427287,sjeng,1733000,0
p4,5.442463,sjeng,1733000,0
p4,5.442909,sjeng,1733000,0
p4,4.683348,sjeng,1199000,0
p4,4.679890,sjeng,1199000,0
p4,4.676540,sjeng,1199000,0
p4,7.084234,sjeng,2533000,1
p4,4.511945,cpuload_all_50_4096,1199000,0
p4,7.095320,sjeng,2533000,1
p4,7.077067,sjeng,2533000,1
p4,6.168076,sjeng,2133000,1
p4,6.157053,sjeng,2133000,1
p4,6.176246,sjeng,2133000,1
p4,5.431623,sjeng,1733000,1
p4,5.436173,sjeng,1733000,1
p4,5.427127,sjeng,1733000,1
p4,4.560906,sjeng,1199000,1
p4,4.558656,sjeng,1199000,1
p4,4.598268,cpuload_all_50_4096,1199000,0
p4,4.565005,sjeng,1199000,1
p4,5.843884,soplex,2533000,0
p4,5.959078,soplex,2533000,0
p4,5.979794,soplex,2533000,0
p4,5.447101,soplex,2133000,0
p4,5.086261,soplex,2133000,0
p4,5.079695,soplex,2133000,0
p4,4.777254,soplex,1733000,0
p4,4.726349,soplex,1733000,0
p4,4.875538,soplex,1733000,0
p4,6.598165,cpuload_all_50_4096,2533000,1
p4,4.238354,soplex,1199000,0
p4,4.372620,soplex,1199000,0
p4,4.384038,soplex,1199000,0
p4,6.035502,soplex,2533000,1
p4,6.034999,soplex,2533000,1
p4,6.074981,soplex,2533000,1
p4,5.478006,soplex,2133000,1
p4,5.114872,soplex,2133000,1
p4,5.242818,soplex,2133000,1
p4,4.719605,soplex,1733000,1
p4,6.691885,cpuload_all_50_4096,2533000,1
p4,4.873293,soplex,1733000,1
p4,4.796142,soplex,1733000,1
p4,4.293699,soplex,1199000,1
p4,4.141002,soplex,1199000,1
p4,4.194473,soplex,1199000,1
p4,6.213675,sphinx3,2533000,0
p4,6.138118,sphinx3,2533000,0
p4,6.426975,sphinx3,2533000,0
p4,5.535953,sphinx3,2133000,0
p4,5.669336,sphinx3,2133000,0
p4,6.078816,cpuload_all_50_4096,2533000,1
p4,5.570825,sphinx3,2133000,0
p4,4.967297,sphinx3,1733000,0
p4,5.008103,sphinx3,1733000,0
p4,4.991706,sphinx3,1733000,0
p4,4.401196,sphinx3,1199000,0
p4,4.388896,sphinx3,1199000,0
p4,4.501480,sphinx3,1199000,0
p4,6.348969,sphinx3,2533000,1
p4,6.285059,sphinx3,2533000,1
p4,6.201300,sphinx3,2533000,1
p4,5.674286,cpuload_all_50_4096,2133000,1
p4,5.640561,sphinx3,2133000,1
p4,5.514907,sphinx3,2133000,1
p4,5.653091,sphinx3,2133000,1
p4,5.050237,sphinx3,1733000,1
p4,5.036773,sphinx3,1733000,1
p4,5.060928,sphinx3,1733000,1
p4,4.346822,sphinx3,1199000,1
p4,4.348797,sphinx3,1199000,1
p4,4.299507,sphinx3,1199000,1
p4,6.675378,zeusmp,2533000,0
p4,5.272457,cpuload_all_50_4096,2133000,1
p4,6.595625,zeusmp,2533000,0
p4,6.669207,zeusmp,2533000,0
p4,5.914307,zeusmp,2133000,0
p4,5.979733,zeusmp,2133000,0
p4,5.987090,zeusmp,2133000,0
p4,5.291324,zeusmp,1733000,0
p4,5.312613,zeusmp,1733000,0
p4,5.294613,zeusmp,1733000,0
p4,4.616981,zeusmp,1199000,0
p4,4.627526,zeusmp,1199000,0
p4,5.949189,cpuload_all_50_4096,2133000,1
p4,4.624734,zeusmp,1199000,0
p4,6.582039,zeusmp,2533000,1
p4,6.665240,zeusmp,2533000,1
p4,6.607982,zeusmp,2533000,1
p4,5.923871,zeusmp,2133000,1
p4,5.916526,zeusmp,2133000,1
p4,5.985647,zeusmp,2133000,1
p4,5.282442,zeusmp,1733000,1
p4,5.297671,zeusmp,1733000,1
p4,5.330267,zeusmp,1733000,1
p4,5.224040,cpuload_all_50_4096,1733000,1
p4,4.534250,zeusmp,1199000,1
p4,4.497176,zeusmp,1199000,1
p4,4.505877,zeusmp,1199000,1
p4,8.459110,bzip2,2533000,0
p4,7.487829,bzip2,2533000,0
p4,6.946105,bzip2,2533000,0
p4,6.095964,bzip2,2133000,0
p4,6.063303,bzip2,2133000,0
p4,6.083062,bzip2,2133000,0
p4,5.343229,bzip2,1733000,0
p4,5.291473,cpuload_all_50_4096,1733000,1
p4,5.385649,bzip2,1733000,0
p4,5.361155,bzip2,1733000,0
p4,4.618148,bzip2,1199000,0
p4,4.646788,bzip2,1199000,0
p4,4.634850,bzip2,1199000,0
p4,7.013047,bzip2,2533000,1
p4,6.991454,bzip2,2533000,1
p4,6.938819,bzip2,2533000,1
p4,6.109360,bzip2,2133000,1
p4,6.092773,bzip2,2133000,1
p4,5.209989,cpuload_all_50_4096,1733000,1
p4,6.063661,bzip2,2133000,1
p4,5.406470,bzip2,1733000,1
p4,5.405838,bzip2,1733000,1
p4,5.412433,bzip2,1733000,1
p4,4.508311,bzip2,1199000,1
p4,4.543905,bzip2,1199000,1
p4,4.525746,bzip2,1199000,1
p4,6.717829,cactusADM,2533000,0
p4,6.562581,cactusADM,2533000,0
p4,6.509077,cactusADM,2533000,0
p4,4.518368,cpuload_all_50_4096,1199000,1
p4,5.925666,cactusADM,2133000,0
p4,5.890721,cactusADM,2133000,0
p4,5.851184,cactusADM,2133000,0
p4,5.275856,cactusADM,1733000,0
p4,5.281209,cactusADM,1733000,0
p4,5.237624,cactusADM,1733000,0
p4,4.560519,cactusADM,1199000,0
p4,4.558066,cactusADM,1199000,0
p4,4.562065,cactusADM,1199000,0
p4,6.685006,cactusADM,2533000,1
p4,4.503472,cpuload_all_50_4096,1199000,1
p4,6.591869,cactusADM,2533000,1
p4,6.535292,cactusADM,2533000,1
p4,5.953283,cactusADM,2133000,1
p4,5.916431,cactusADM,2133000,1
p4,5.848679,cactusADM,2133000,1
p4,5.266333,cactusADM,1733000,1
p4,5.273938,cactusADM,1733000,1
p4,5.228960,cactusADM,1733000,1
p4,4.465393,cactusADM,1199000,1
p4,4.467908,cactusADM,1199000,1
p4,4.576806,cpuload_all_50_4096,1199000,1
p4,4.463572,cactusADM,1199000,1
p4,0.695621,cpuload_all_0_4096,2533000,0
p4,0.757379,cpuload_all_0_4096,2533000,0
p4,0.783284,cpuload_all_0_4096,2533000,0
p4,0.732996,cpuload_all_0_4096,2133000,0
p4,0.741656,cpuload_all_0_4096,2133000,0
p4,0.599184,cpuload_all_0_4096,2133000,0
p4,0.819459,cpuload_all_0_4096,1733000,0
p4,0.756464,cpuload_all_0_4096,1733000,0
p4,0.863453,cpuload_all_0_4096,1733000,0
p4,6.429352,cpuload_all_75_4096,2533000,0
p4,0.616008,cpuload_all_0_4096,1199000,0
p4,0.615331,cpuload_all_0_4096,1199000,0
p4,0.675685,cpuload_all_0_4096,1199000,0
p4,0.870717,cpuload_all_0_4096,2533000,1
p4,0.787436,cpuload_all_0_4096,2533000,1
p4,0.841796,cpuload_all_0_4096,2533000,1
p4,0.721689,cpuload_all_0_4096,2133000,1
p4,0.854846,cpuload_all_0_4096,2133000,1
p4,0.892208,cpuload_all_0_4096,2133000,1
p4,0.953458,cpuload_all_0_4096,1733000,1
p4,6.652912,cpuload_all_75_4096,2533000,0
p4,1.073428,cpuload_all_0_4096,1733000,1
p4,1.164466,cpuload_all_0_4096,1733000,1
p4,0.815982,cpuload_all_0_4096,1199000,1
p4,0.904882,cpuload_all_0_4096,1199000,1
p4,0.813464,cpuload_all_0_4096,1199000,1
p4,2.465210,cpuload_all_25_4096,2533000,0
p4,2.491615,cpuload_all_25_4096,2533000,0
p4,2.454335,cpuload_all_25_4096,2533000,0
p4,2.248652,cpuload_all_25_4096,2133000,0
p4,2.231646,cpuload_all_25_4096,2133000,0
p4,6.561814,cpuload_all_75_4096,2533000,0
p4,2.251393,cpuload_all_25_4096,2133000,0
p4,2.061516,cpuload_all_25_4096,1733000,0
p4,2.046553,cpuload_all_25_4096,1733000,0
p4,2.063389,cpuload_all_25_4096,1733000,0
p4,1.910831,cpuload_all_25_4096,1199000,0
p4,1.915017,cpuload_all_25_4096,1199000,0
p4,1.929045,cpuload_all_25_4096,1199000,0
p4,2.414465,cpuload_all_25_4096,2533000,1
p4,2.410812,cpuload_all_25_4096,2533000,1
p4,2.411688,cpuload_all_25_4096,2533000,1
p4,5.863692,cpuload_all_75_4096,2133000,0
p4,2.238941,cpuload_all_25_4096,2133000,1
p4,2.194531,cpuload_all_25_4096,2133000,1
p4,2.209629,cpuload_all_25_4096,2133000,1
p4,2.033201,cpuload_all_25_4096,1733000,1
p4,2.067730,cpuload_all_25_4096,1733000,1
p4,2.018656,cpuload_all_25_4096,1733000,1
p4,1.904688,cpuload_all_25_4096,1199000,1
p4,1.884682,cpuload_all_25_4096,1199000,1
p4,1.878086,cpuload_all_25_4096,1199000,1
p4,6.599051,cpuload_all_50_4096,2533000,0
p4,5.874602,cpuload_all_75_4096,2133000,0
p4,6.685640,cpuload_all_50_4096,2533000,0
p4,6.609408,cpuload_all_50_4096,2533000,0
p4,5.866031,cpuload_all_50_4096,2133000,0
p4,5.879013,cpuload_all_50_4096,2133000,0
p4,5.966071,cpuload_all_50_4096,2133000,0
p4,5.250968,cpuload_all_50_4096,1733000,0
p4,5.247550,cpuload_all_50_4096,1733000,0
p4,5.230454,cpuload_all_50_4096,1733000,0
p4,4.525040,cpuload_all_50_4096,1199000,0
p4,4.615787,cpuload_all_50_4096,1199000,0
p4,5.862601,cpuload_all_75_4096,2133000,0
p4,4.597765,cpuload_all_50_4096,1199000,0
p4,6.688124,cpuload_all_50_4096,2533000,1
p4,6.572303,cpuload_all_50_4096,2533000,1
p4,6.594694,cpuload_all_50_4096,2533000,1
p4,5.944620,cpuload_all_50_4096,2133000,1
p4,5.888751,cpuload_all_50_4096,2133000,1
p4,5.460685,cpuload_all_50_4096,2133000,1
p4,5.119579,cpuload_all_50_4096,1733000,1
p4,5.303873,cpuload_all_50_4096,1733000,1
p4,5.246359,cpuload_all_50_4096,1733000,1
p4,5.230852,cpuload_all_75_4096,1733000,0
p4,4.439065,cpuload_all_50_4096,1199000,1
p4,4.524205,cpuload_all_50_4096,1199000,1
p4,4.521480,cpuload_all_50_4096,1199000,1
p4,6.660235,cpuload_all_75_4096,2533000,0
p4,6.613620,cpuload_all_75_4096,2533000,0
p4,6.615021,cpuload_all_75_4096,2533000,0
p4,5.951866,cpuload_all_75_4096,2133000,0
p4,5.897661,cpuload_all_75_4096,2133000,0
p4,5.890890,cpuload_all_75_4096,2133000,0
p4,5.239591,cpuload_all_75_4096,1733000,0
p4,5.222925,cpuload_all_75_4096,1733000,0
p4,5.230087,cpuload_all_75_4096,1733000,0
p4,5.264021,cpuload_all_75_4096,1733000,0
p4,4.539350,cpuload_all_75_4096,1199000,0
p4,4.597250,cpuload_all_75_4096,1199000,0
p4,4.592302,cpuload_all_75_4096,1199000,0
p4,6.657050,cpuload_all_75_4096,2533000,1
p4,6.608593,cpuload_all_75_4096,2533000,1
p4,6.589705,cpuload_all_75_4096,2533000,1
p4,5.970487,cpuload_all_75_4096,2133000,1
p4,5.963732,cpuload_all_75_4096,2133000,1
p4,5.233527,cpuload_all_75_4096,1733000,0
p4,5.986981,cpuload_all_75_4096,2133000,1
p4,5.240839,cpuload_all_75_4096,1733000,1
p4,5.241298,cpuload_all_75_4096,1733000,1
p4,5.227058,cpuload_all_75_4096,1733000,1
p4,4.486046,cpuload_all_75_4096,1199000,1
p4,4.484821,cpuload_all_75_4096,1199000,1
p4,4.431895,cpuload_all_75_4096,1199000,1
p4,6.597231,cpuload_all_100_4096,2533000,0
p4,6.609993,cpuload_all_100_4096,2533000,0
p4,6.601006,cpuload_all_100_4096,2533000,0
p4,4.591511,cpuload_all_75_4096,1199000,0
p4,5.966430,cpuload_all_100_4096,2133000,0
p4,5.983693,cpuload_all_100_4096,2133000,0
p4,5.916718,cpuload_all_100_4096,2133000,0
p4,5.246492,cpuload_all_100_4096,1733000,0
p4,5.248191,cpuload_all_100_4096,1733000,0
p4,5.307003,cpuload_all_100_4096,1733000,0
p4,4.590994,cpuload_all_100_4096,1199000,0
p4,4.536484,cpuload_all_100_4096,1199000,0
p4,4.538079,cpuload_all_100_4096,1199000,0
p4,6.634716,cpuload_all_100_4096,2533000,1
p4,4.534676,cpuload_all_75_4096,1199000,0
p4,6.594756,cpuload_all_100_4096,2533000,1
p4,6.695946,cpuload_all_100_4096,2533000,1
p4,5.965722,cpuload_all_100_4096,2133000,1
p4,5.898505,cpuload_all_100_4096,2133000,1
p4,5.899597,cpuload_all_100_4096,2133000,1
p4,5.256713,cpuload_all_100_4096,1733000,1
p4,5.221800,cpuload_all_100_4096,1733000,1
p4,5.313920,cpuload_all_100_4096,1733000,1
p4,4.435176,cpuload_all_100_4096,1199000,1
p4,4.455610,cpuload_all_100_4096,1199000,1
p4,4.524149,cpuload_all_75_4096,1199000,0
p4,4.477733,cpuload_all_100_4096,1199000,1
p4,7.705558,gamess,2533000,0
p4,7.711456,gamess,2533000,0
p4,7.708992,gamess,2533000,0
p4,6.424804,gamess,2133000,0
p4,6.412227,gamess,2133000,0
p4,6.401775,gamess,2133000,0
p4,5.503469,gamess,1733000,0
p4,5.498539,gamess,1733000,0
p4,5.491509,gamess,1733000,0
p4,6.598161,cpuload_all_75_4096,2533000,1
p4,4.683663,gamess,1199000,0
p4,4.685089,gamess,1199000,0
p4,4.680040,gamess,1199000,0
p4,7.674841,gamess,2533000,1
p4,7.686107,gamess,2533000,1
p4,7.692780,gamess,2533000,1
p4,6.397773,gamess,2133000,1
p4,6.403800,gamess,2133000,1
p4,6.386173,gamess,2133000,1
p4,5.503062,gamess,1733000,1
p4,6.689500,cpuload_all_75_4096,2533000,1
p4,5.491068,gamess,1733000,1
p4,5.500438,gamess,1733000,1
p4,4.578927,gamess,1199000,1
p4,4.574569,gamess,1199000,1
p4,4.575693,gamess,1199000,1
p4,6.930200,gcc,2533000,0
p4,6.931366,gcc,2533000,0
p4,6.930682,gcc,2533000,0
p4,6.145499,gcc,2133000,0
p4,6.154074,gcc,2133000,0
p4,6.666035,cpuload_all_75_4096,2533000,1
p4,6.148623,gcc,2133000,0
p4,5.448819,gcc,1733000,0
p4,5.444084,gcc,1733000,0
p4,5.439584,gcc,1733000,0
p4,4.693243,gcc,1199000,0
p4,4.687519,gcc,1199000,0
p4,4.685505,gcc,1199000,0
p4,6.924107,gcc,2533000,1
p4,6.928827,gcc,2533000,1
p4,6.921525,gcc,2533000,1
p4,5.963828,cpuload_all_75_4096,2133000,1
p4,6.144690,gcc,2133000,1
p4,6.157861,gcc,2133000,1
p4,6.143241,gcc,2133000,1
p4,5.441326,gcc,1733000,1
p4,5.444358,gcc,1733000,1
p4,5.447174,gcc,1733000,1
p4,4.583025,gcc,1199000,1
p4,4.573928,gcc,1199000,1
p4,4.575393,gcc,1199000,1
p4,7.129289,gobmk,2533000,0
p4,5.963048,cpuload_all_75_4096,2133000,1
p4,7.073448,gobmk,2533000,0
p4,7.071459,gobmk,2533000,0
p4,6.145222,gobmk,2133000,0
p4,6.152819,gobmk,2133000,0
p4,6.190662,gobmk,2133000,0
p4,5.410582,gobmk,1733000,0
p4,5.406409,gobmk,1733000,0
p4,5.406122,gobmk,1733000,0
p4,4.660869,gobmk,1199000,0
p4,4.663285,gobmk,1199000,0
p4,5.958487,cpuload_all_75_4096,2133000,1
p4,4.642556,gobmk,1199000,0
p4,7.047116,gobmk,2533000,1
p4,7.052859,gobmk,2533000,1
p4,7.061293,gobmk,2533000,1
p4,6.148989,gobmk,2133000,1
p4,6.191047,gobmk,2133000,1
p4,6.179403,gobmk,2133000,1
p4,5.408122,gobmk,1733000,1
p4,5.412085,gobmk,1733000,1
p4,5.420199,gobmk,1733000,1
p4,5.236861,cpuload_all_75_4096,1733000,1
p4,4.552515,gobmk,1199000,1
p4,4.549051,gobmk,1199000,1
p4,4.540130,gobmk,1199000,1
p4,6.839372,gromacs,2533000,0
p4,6.856695,gromacs,2533000,0
p4,6.884049,gromacs,2533000,0
p4,6.084507,gromacs,2133000,0
p4,6.123298,gromacs,2133000,0
p4,6.098609,gromacs,2133000,0
p4,5.400739,gromacs,1733000,0
p4,5.306236,cpuload_all_75_4096,1733000,1
p4,5.396037,gromacs,1733000,0
p4,5.385639,gromacs,1733000,0
p4,4.664482,gromacs,1199000,0
p4,4.674318,gromacs,1199000,0
p4,4.672696,gromacs,1199000,0
p4,6.883636,gromacs,2533000,1
p4,6.877058,gromacs,2533000,1
p4,6.865657,gromacs,2533000,1
p4,6.083785,gromacs,2133000,1
p4,6.071637,gromacs,2133000,1
p4,5.234744,cpuload_all_75_4096,1733000,1
p4,6.085557,gromacs,2133000,1
p4,5.386110,gromacs,1733000,1
p4,5.398406,gromacs,1733000,1
p4,5.407215,gromacs,1733000,1
p4,4.559427,gromacs,1199000,1
p4,4.540895,gromacs,1199000,1
p4,4.551522,gromacs,1199000,1
p4,7.164183,h264ref,2533000,0
p4,7.151691,h264ref,2533000,0
p4,7.157507,h264ref,2533000,0
p4,4.506767,cpuload_all_75_4096,1199000,1
p4,6.158758,h264ref,2133000,0
p4,6.164041,h264ref,2133000,0
p4,6.178448,h264ref,2133000,0
p4,5.417896,h264ref,1733000,0
p4,5.421180,h264ref,1733000,0
p4,5.416980,h264ref,1733000,0
p4,4.651822,h264ref,1199000,0
p4,4.664005,h264ref,1199000,0
p4,4.675156,h264ref,1199000,0
p4,7.207207,h264ref,2533000,1
p4,4.512399,cpuload_all_75_4096,1199000,1
p4,7.212010,h264ref,2533000,1
p4,7.203701,h264ref,2533000,1
p4,6.171228,h264ref,2133000,1
p4,6.156816,h264ref,2133000,1
p4,6.171078,h264ref,2133000,1
p4,5.422386,h264ref,1733000,1
p4,5.415284,h264ref,1733000,1
p4,5.405191,h264ref,1733000,1
p4,4.549286,h264ref,1199000,1
p4,4.548440,h264ref,1199000,1
p4,4.490157,cpuload_all_75_4096,1199000,1
p4,4.539887,h264ref,1199000,1
p4,7.515162,hmmer,2533000,0
p4,7.534777,hmmer,2533000,0
p4,7.501657,hmmer,2533000,0
p4,6.231349,hmmer,2133000,0
p4,6.252248,hmmer,2133000,0
p4,6.330691,hmmer,2133000,0
p4,5.413985,hmmer,1733000,0
p4,5.412601,hmmer,1733000,0
p4,5.428064,hmmer,1733000,0
p4,6.592510,cpuload_all_100_4096,2533000,0
p4,4.640090,hmmer,1199000,0
p4,4.635453,hmmer,1199000,0
p4,4.632493,hmmer,1199000,0
p4,7.447664,hmmer,2533000,1
p4,7.499097,hmmer,2533000,1
p4,7.624722,hmmer,2533000,1
p4,6.220085,hmmer,2133000,1
p4,6.307870,hmmer,2133000,1
p4,6.255043,hmmer,2133000,1
p4,5.421419,hmmer,1733000,1
p4,6.559410,cpuload_all_100_4096,2533000,0
p4,5.400334,hmmer,1733000,1
p4,5.412523,hmmer,1733000,1
p4,4.521721,hmmer,1199000,1
p4,4.527306,hmmer,1199000,1
p4,4.527676,hmmer,1199000,1
p4,6.662329,lbm,2533000,0
p4,6.657328,lbm,2533000,0
p4,6.677425,lbm,2533000,0
p4,5.982179,lbm,2133000,0
p4,5.904572,lbm,2133000,0
p4,6.588996,cpuload_all_100_4096,2533000,0
p4,5.982689,lbm,2133000,0
p4,5.277693,lbm,1733000,0
p4,5.344655,lbm,1733000,0
p4,5.302597,lbm,1733000,0
p4,4.606143,lbm,1199000,0
p4,4.561289,lbm,1199000,0
p4,4.600083,lbm,1199000,0
p4,6.680719,lbm,2533000,1
p4,6.592958,lbm,2533000,1
p4,6.676645,lbm,2533000,1
p4,5.883665,cpuload_all_100_4096,2133000,0
p4,5.980107,lbm,2133000,1
p4,5.981221,lbm,2133000,1
p4,5.983100,lbm,2133000,1
p4,5.334358,lbm,1733000,1
p4,5.272987,lbm,1733000,1
p4,5.268794,lbm,1733000,1
p4,4.487684,lbm,1199000,1
p4,4.477500,lbm,1199000,1
p4,4.492329,lbm,1199000,1
p4,6.819065,leslie3d,2533000,0
p4,5.887403,cpuload_all_100_4096,2133000,0
p4,6.871520,leslie3d,2533000,0
p4,6.819366,leslie3d,2533000,0
p4,6.085486,leslie3d,2133000,0
p4,6.072129,leslie3d,2133000,0
p4,6.057514,leslie3d,2133000,0
p4,5.413945,leslie3d,1733000,0
p4,5.366333,leslie3d,1733000,0
p4,5.394497,leslie3d,1733000,0
p4,4.657168,leslie3d,1199000,0
p4,4.648740,leslie3d,1199000,0
p4,5.952470,cpuload_all_100_4096,2133000,0
p4,4.650025,leslie3d,1199000,0
p4,6.914132,leslie3d,2533000,1
p4,6.826340,leslie3d,2533000,1
p4,6.866761,leslie3d,2533000,1
p4,6.121810,leslie3d,2133000,1
p4,6.075459,leslie3d,2133000,1
p4,6.120293,leslie3d,2133000,1
p4,5.390113,leslie3d,1733000,1
p4,5.391596,leslie3d,1733000,1
p4,5.392118,leslie3d,1733000,1
p4,5.243321,cpuload_all_100_4096,1733000,0
p4,4.539608,leslie3d,1199000,1
p4,4.555802,leslie3d,1199000,1
p4,4.549601,leslie3d,1199000,1
p4,6.347532,mcf,2533000,0
p4,6.320587,mcf,2533000,0
p4,6.381535,mcf,2533000,0
p4,5.733896,mcf,2133000,0
p4,5.814806,mcf,2133000,0
p4,5.789955,mcf,2133000,0
p4,5.213671,mcf,1733000,0
p4,5.292760,cpuload_all_100_4096,1733000,0
p4,5.017477,mcf,1733000,0
p4,5.225602,mcf,1733000,0
p4,4.516799,mcf,1199000,0
p4,4.522627,mcf,1199000,0
p4,4.539838,mcf,1199000,0
p4,6.364918,mcf,2533000,1
p4,6.297074,mcf,2533000,1
p4,6.446405,mcf,2533000,1
p4,5.768581,mcf,2133000,1
p4,5.713690,mcf,2133000,1
p4,5.231802,cpuload_all_100_4096,1733000,0
p4,5.808753,mcf,2133000,1
p4,5.076463,mcf,1733000,1
p4,5.243132,mcf,1733000,1
p4,5.146095,mcf,1733000,1
p4,4.405154,mcf,1199000,1
p4,4.398807,mcf,1199000,1
p4,4.369572,mcf,1199000,1
p4,6.278526,milc,2533000,0
p4,6.283425,milc,2533000,0
p4,6.299458,milc,2533000,0
p4,4.583875,cpuload_all_100_4096,1199000,0
p4,5.679414,milc,2133000,0
p4,5.694951,milc,2133000,0
p4,5.682091,milc,2133000,0
p4,5.048611,milc,1733000,0
p4,5.060528,milc,1733000,0
p4,5.050799,milc,1733000,0
p4,4.482875,milc,1199000,0
p4,4.491892,milc,1199000,0
p4,4.355219,milc,1199000,0
p4,6.284047,milc,2533000,1
p4,4.532265,cpuload_all_100_4096,1199000,0
p4,6.279448,milc,2533000,1
p4,6.283909,milc,2533000,1
p4,5.695706,milc,2133000,1
p4,5.697207,milc,2133000,1
p4,5.672722,milc,2133000,1
p4,5.042464,milc,1733000,1
p4,5.044358,milc,1733000,1
p4,5.042400,milc,1733000,1
p4,4.353512,milc,1199000,1
p4,4.362203,milc,1199000,1
p4,4.591274,cpuload_all_100_4096,1199000,0
p4,4.276643,milc,1199000,1
p4,6.328070,namd,2533000,0
p4,6.328713,namd,2533000,0
p4,6.281396,namd,2533000,0
p4,5.604077,namd,2133000,0
p4,5.612117,namd,2133000,0
p4,5.597226,namd,2133000,0
p4,4.978129,namd,1733000,0
p4,5.126670,namd,1733000,0
p4,4.955994,namd,1733000,0
p4,6.616214,cpuload_all_100_4096,2533000,1
p4,4.447682,namd,1199000,0
p4,4.456403,namd,1199000,0
p4,4.459368,namd,1199000,0
p4,6.257101,namd,2533000,1
p4,6.289042,namd,2533000,1
p4,6.358662,namd,2533000,1
p4,5.434035,namd,2133000,1
p4,5.625104,namd,2133000,1
p4,5.615994,namd,2133000,1
p4,4.970061,namd,1733000,1
p4,6.677746,cpuload_all_100_4096,2533000,1
p4,4.944520,namd,1733000,1
p4,4.985106,namd,1733000,1
p4,4.345933,namd,1199000,1
p4,4.376777,namd,1199000,1
p4,4.354096,namd,1199000,1
p4,7.353179,omnetpp,2533000,0
p4,7.444547,omnetpp,2533000,0
p4,7.426832,omnetpp,2533000,0
p4,6.202114,omnetpp,2133000,0
p4,6.233553,omnetpp,2133000,0
p4,6.593944,cpuload_all_100_4096,2533000,1
p4,6.179165,omnetpp,2133000,0
p4,5.426341,omnetpp,1733000,0
p4,5.341965,omnetpp,1733000,0
p4,5.381215,omnetpp,1733000,0
p4,4.649222,omnetpp,1199000,0
p4,4.655228,omnetpp,1199000,0
p4,4.642003,omnetpp,1199000,0
p4,7.324473,omnetpp,2533000,1
p4,7.335337,omnetpp,2533000,1
p4,7.317964,omnetpp,2533000,1
p4,5.968076,cpuload_all_100_4096,2133000,1
p4,6.225114,omnetpp,2133000,1
