uri,primary_name_display,replaced
http://dx.doi.org/10.13039/501100003163,"Forschungszentrum Jülich",
http://dx.doi.org/10.13039/100008390,"Forskerakademiet",
http://dx.doi.org/10.13039/501100001861,"Forskningsrådet för Arbetsliv och Socialvetenskap",
http://dx.doi.org/10.13039/100010805,"Forskningsrådet i Sydöstra Sverige",
http://dx.doi.org/10.13039/501100006636,"Forskningsrådet om Hälsa, Arbetsliv och Välfärd",
http://dx.doi.org/10.13039/501100008987,"Forsvarsdepartementet",
http://dx.doi.org/10.13039/100006600,"Fort Lewis College",
http://dx.doi.org/10.13039/100011464,"Fort Valley State University",
http://dx.doi.org/10.13039/501100006276,"Fortums Stiftelse",
http://dx.doi.org/10.13039/501100003164,"Foshan Municipal Government",
http://dx.doi.org/10.13039/100009599,"Foster Foundation",
http://dx.doi.org/10.13039/100001115,"Foster Foundation",
http://dx.doi.org/10.13039/501100000618,"Foulkes Foundation",
http://dx.doi.org/10.13039/501100000262,"Foundation Fighting Blindness",
http://dx.doi.org/10.13039/100001116,"Foundation Fighting Blindness",
http://dx.doi.org/10.13039/100002227,"Foundation Management",
http://dx.doi.org/10.13039/100009087,"Foundation Mishima Haeundae Memorial Foundation",
http://dx.doi.org/10.13039/501100003167,"Foundation and Footings Society of Victoria",
http://dx.doi.org/10.13039/501100003168,"Foundation for Advanced Studies on International Development",
http://dx.doi.org/10.13039/100003756,"Foundation for Advancement in Cancer Therapy",
http://dx.doi.org/10.13039/100002881,"Foundation for Advancement of Chiropractic Education",
http://dx.doi.org/10.13039/100005489,"Foundation for Advancement of International Medical Education and Research",
http://dx.doi.org/10.13039/100002097,"Foundation for Agronomic Reasearch",
http://dx.doi.org/10.13039/100005831,"Foundation for Anesthesia Education and Research",
http://dx.doi.org/10.13039/100009726,"Foundation for Angelman Syndrome Therapeutics",
http://dx.doi.org/10.13039/100010275,"Foundation for Arable Research",
http://dx.doi.org/10.13039/100007338,"Foundation for Barnes-Jewish Hospital",
http://dx.doi.org/10.13039/100007555,"Foundation for Cardiovascular Research",
http://dx.doi.org/10.13039/100001624,"Foundation for Child Development",
http://dx.doi.org/10.13039/100002882,"Foundation for Chiropractic Education and Research",
http://dx.doi.org/10.13039/100002883,"Foundation for Clinical Research in Inflammatory Bowel Disease",
http://dx.doi.org/10.13039/100005652,"Foundation for Community Association Research",
http://dx.doi.org/10.13039/501100006092,"Foundation for Development of Community",
http://dx.doi.org/10.13039/501100008642,"Foundation for Dietary Scientific Research",
http://dx.doi.org/10.13039/100007738,"Foundation for Economic Education",
http://dx.doi.org/10.13039/501100005411,"Foundation for Education and European Culture",
http://dx.doi.org/10.13039/100010283,"Foundation for End-of-Life Care",
http://dx.doi.org/10.13039/501100006199,"Foundation for European Forest Research",
http://dx.doi.org/10.13039/100009316,"Foundation for Excellence in Management Consulting",
http://dx.doi.org/10.13039/100011468,"Foundation for Excellence in Mental Health Care",
http://dx.doi.org/10.13039/100009951,"Foundation for Global Scholars",
http://dx.doi.org/10.13039/501100001201,"Foundation for High Blood Pressure Research",
http://dx.doi.org/10.13039/100002886,"Foundation for Ichthyosis and Related Skin Types",
http://dx.doi.org/10.13039/100003760,"Foundation for Iranian Studies",
http://dx.doi.org/10.13039/100005832,"Foundation for Jewish Culture",
http://dx.doi.org/10.13039/501100008389,"Foundation for Life Sciences and Business Management",
http://dx.doi.org/10.13039/501100000404,"Foundation for Liver Research",
http://dx.doi.org/10.13039/100002887,"Foundation for Middle East Peace",
http://dx.doi.org/10.13039/501100000953,"Foundation for National Parks and Wildlife",
http://dx.doi.org/10.13039/100008908,"Foundation for Neurologic Diseases",
http://dx.doi.org/10.13039/100003763,"Foundation for Neuromuscular Reconstruction",
http://dx.doi.org/10.13039/100009353,"Foundation for North American Wild Sheep",
http://dx.doi.org/10.13039/100002888,"Foundation for Orthopaedic, Athletic and Reconstructive Research",
http://dx.doi.org/10.13039/100009247,"Foundation for Personality and Social Psychology",
http://dx.doi.org/10.13039/100010267,"Foundation for Pharmaceutical education, Training, and Research",
http://dx.doi.org/10.13039/100010843,"Foundation for Physical Medicine and Rehabilitation",
http://dx.doi.org/10.13039/100009713,"Foundation for Physical Therapy",
http://dx.doi.org/10.13039/100002889,"Foundation for Prader-Willi Research",
http://dx.doi.org/10.13039/501100006062,"Foundation for Promotion of Cancer Research",
http://dx.doi.org/10.13039/501100006134,"Foundation for Promotion of Material Science and Technology of Japan",
http://dx.doi.org/10.13039/100009764,"Foundation for Psychocultural Research",
http://dx.doi.org/10.13039/501100001083,"Foundation for Rabbit-Free Australia",
http://dx.doi.org/10.13039/100009329,"Foundation for Rehabilitation Psychology",
http://dx.doi.org/10.13039/501100000967,"Foundation for Rural & Regional Renewal",
http://dx.doi.org/10.13039/100003765,"Foundation for Rural Education and Development",
http://dx.doi.org/10.13039/501100001300,"Foundation for Skin Research",
http://dx.doi.org/10.13039/501100000379,"Foundation for Study of Infant Deaths",
http://dx.doi.org/10.13039/100010837,"Foundation for Surgical Fellowships",
http://dx.doi.org/10.13039/501100000619,"Foundation for Urban and Regional Studies Limited",
http://dx.doi.org/10.13039/100002956,"Foundation for Women's Cancer",
http://dx.doi.org/10.13039/100003769,"Foundation for Women's Wellness",
http://dx.doi.org/10.13039/100002880,"Foundation for a Cure for Mitochondrial Disease",
http://dx.doi.org/10.13039/100001623,"Foundation for a Healthy Kentucky",
http://dx.doi.org/10.13039/100003757,"Foundation for the Advancement in Research in Medicine",
http://dx.doi.org/10.13039/100002891,"Foundation for the Advancement of Mesoamerican Studies",
http://dx.doi.org/10.13039/100010833,"Foundation for the Advancement of Midwifery",
http://dx.doi.org/10.13039/501100003181,"Foundation for the Author of National Excellent Doctoral Dissertation of the People's Republic of China",
http://dx.doi.org/10.13039/100009785,"Foundation for the Carolinas",
http://dx.doi.org/10.13039/501100007641,"Foundation for the Development of Science and Technology Museums in China",
http://dx.doi.org/10.13039/100002099,"Foundation for the Education and Research in Neurological Emergencies",
http://dx.doi.org/10.13039/100002892,"Foundation for the Future",
http://dx.doi.org/10.13039/100005669,"Foundation for the History of Women in Medicine",
http://dx.doi.org/10.13039/100000009,"Foundation for the National Institutes of Health",
http://dx.doi.org/10.13039/501100004609,"Foundation of Henan Educational Committee",
http://dx.doi.org/10.13039/501100008304,"Foundation of Synapse and Neurocircuit Pathology",
http://dx.doi.org/10.13039/100002894,"Foundation of the American College of Allergy, Asthma & Immunology",
http://dx.doi.org/10.13039/100003193,"Foundation of the American Society of Neuroradiology",
http://dx.doi.org/10.13039/501100006074,"Foundation of the Awareness of Nature",
http://dx.doi.org/10.13039/501100003405,"Foundation of the Graduate Innovation Center, Nanjing University of Aeronautics and Astronautics",
http://dx.doi.org/10.13039/100001625,"Foundation to Eradicate Duchenne",
http://dx.doi.org/10.13039/100009566,"Foundational Questions Institute",
http://dx.doi.org/10.13039/100006716,"Foundations' Fund for Research in Psychiatry",
http://dx.doi.org/10.13039/100011105,"Fourth Framework Programme",
http://dx.doi.org/10.13039/501100007547,"Fourth Military Medical University",
http://dx.doi.org/10.13039/100007322,"Fox Chase Cancer Center",
http://dx.doi.org/10.13039/501100003174,"Foxnum Technology",
http://dx.doi.org/10.13039/501100000413,"Foyle Foundation",
http://dx.doi.org/10.13039/100006601,"Fralin Life Science Institute, Virginia Polytechnic Institute and State University",
http://dx.doi.org/10.13039/501100003199,"France AgriMer",
http://dx.doi.org/10.13039/501100003187,"France Télécom",
http://dx.doi.org/10.13039/100007758,"Frances McClelland Institute for Children, Youth, and Families",
http://dx.doi.org/10.13039/100009246,"Frances P. Bunnelle Foundation",
http://dx.doi.org/10.13039/100007898,"Frances and Augustus Newman Foundation",
http://dx.doi.org/10.13039/100005668,"Francis A. Countway Library of Medicine",
http://dx.doi.org/10.13039/100010438,"Francis Crick Institute",
http://dx.doi.org/10.13039/100005834,"Francis Family Foundation",
http://dx.doi.org/10.13039/100009540,"Frank A. Campini Foundation",
http://dx.doi.org/10.13039/100007133,"Frank H. and Eva B. Buck Foundation",
http://dx.doi.org/10.13039/100009766,"Frank Hadley Ginn and Cornelia Root Ginn Charitable Trust",
http://dx.doi.org/10.13039/100005949,"Frankel Center for Judaic Studies, University of Michigan",
http://dx.doi.org/10.13039/100006360,"Frankel Family Foundation",
http://dx.doi.org/10.13039/100011190,"Franklin P. Perdue School of Business",
http://dx.doi.org/10.13039/100006828,"Franklin W. Olin College of Engineering",
http://dx.doi.org/10.13039/501100006425,"Frans-Nederlandse Academie",
http://dx.doi.org/10.13039/501100003184,"Fraser Institute",
http://dx.doi.org/10.13039/100002069,"Fraternal Order of Eagles",
http://dx.doi.org/10.13039/501100003185,"Fraunhofer-Gesellschaft",
http://dx.doi.org/10.13039/100001722,"Fred C. and Mary R. Koch Foundation",
http://dx.doi.org/10.13039/100005895,"Fred Hutchinson Cancer Research Center",
http://dx.doi.org/10.13039/100001987,"Fred J. Brotherton Charitable Foundation",
http://dx.doi.org/10.13039/100001094,"Fred L. Emerson Foundation",
http://dx.doi.org/10.13039/100004393,"Freddie Mac",
http://dx.doi.org/10.13039/100001119,"Freddie Mac Foundation",
http://dx.doi.org/10.13039/100006682,"Frederic Burk Foundation for Education, San Francisco State College",
http://dx.doi.org/10.13039/100005836,"Frederick Douglass Institute for African and African-American Studies, University of Rochester",
http://dx.doi.org/10.13039/100006825,"Frederick and Elizabeth Singer Foundation",
http://dx.doi.org/10.13039/501100003186,"Fredrik och Ingrid Thurings Stiftelse",
http://dx.doi.org/10.13039/100011478,"Free Market Institute, Texas Tech University",
http://dx.doi.org/10.13039/100008405,"Free To Breathe",
http://dx.doi.org/10.13039/100004445,"Freedome House",
http://dx.doi.org/10.13039/501100008103,"Freek en Hella de Jonge Stichting",
http://dx.doi.org/10.13039/100006100,"Freeman Spogli Institute for International Studies At Stanford University",
http://dx.doi.org/10.13039/501100003189,"Freemasons New Zealand",
http://dx.doi.org/10.13039/100009187,"Freer Gallery of Art",
http://dx.doi.org/10.13039/501100003190,"Freiburg Institute for Advanced Studies, Albert-Ludwigs-Universität Freiburg",
http://dx.doi.org/10.13039/501100007537,"Freie Universität Berlin",
http://dx.doi.org/10.13039/100009736,"Freiwillige Akademische Gesellschaft",
http://dx.doi.org/10.13039/100002105,"Fremont Bank Foundation",
http://dx.doi.org/10.13039/501100001672,"French Norwegian Foundation",
http://dx.doi.org/10.13039/501100003389,"Fresenius Biotech",
http://dx.doi.org/10.13039/501100001761,"Fresh Science",
http://dx.doi.org/10.13039/100010488,"Freshwater Fisheries Society of British Columbia",
http://dx.doi.org/10.13039/100005837,"Freshwater Future",
http://dx.doi.org/10.13039/100001120,"Frey Foundation",
http://dx.doi.org/10.13039/501100006275,"Friede Springer Stiftung",
http://dx.doi.org/10.13039/100002108,"Friedreich's Ataxia Research Alliance",
http://dx.doi.org/10.13039/100008550,"Friedrich Miescher Institute for Biomedical Research",
http://dx.doi.org/10.13039/501100007443,"Friedrich Naumann Stiftung",
http://dx.doi.org/10.13039/501100001652,"Friedrich-Alexander-Universität Erlangen-Nürnberg",
http://dx.doi.org/10.13039/501100008426,"Friedrich-Baur-Stiftung",
http://dx.doi.org/10.13039/501100005846,"Friedrich-Ebert-Stiftung",
http://dx.doi.org/10.13039/100006619,"Friedsam Foundation",
http://dx.doi.org/10.13039/100005838,"Friends For an Earlier Breast Cancer Test",
http://dx.doi.org/10.13039/100002903,"Friends United for Juvenile Diabetes Research",
http://dx.doi.org/10.13039/501100001701,"Friends of José Carreras International Leukemia Foundation",
http://dx.doi.org/10.13039/100010912,"Friends of Ornithology",
http://dx.doi.org/10.13039/501100008249,"Frimodt-Heineke Fonden",
http://dx.doi.org/10.13039/501100003390,"Fritz Thyssen Stiftung",
http://dx.doi.org/10.13039/100010138,"Fritz-Bender-Stiftung",
http://dx.doi.org/10.13039/100004706,"Frontier Oil Corporation",
http://dx.doi.org/10.13039/501100004905,"Frontiers Foundation",
http://dx.doi.org/10.13039/100010068,"Frostburg State University",
http://dx.doi.org/10.13039/501100008259,"Fru Astrid Thaysens Legat for Lægevidenskabelig Grundforskning",
http://dx.doi.org/10.13039/501100004635,"Fru Berta Kamprads Stiftelse",
http://dx.doi.org/10.13039/501100008260,"Fru Gudrun Elboth, født Døbelins, Mindelegat",
http://dx.doi.org/10.13039/100008162,"Fu Foundation School of Engineering and Applied Science",
http://dx.doi.org/10.13039/501100003347,"Fudan University",
http://dx.doi.org/10.13039/100010268,"Fuel Cell Technologies Office",
http://dx.doi.org/10.13039/100006136,"Fuel Cell Technologies Program",
http://dx.doi.org/10.13039/100006129,"Fuel Cycle Technologies",
http://dx.doi.org/10.13039/501100004906,"Fugaku Trust for Medicinal Research",
http://dx.doi.org/10.13039/100009475,"Fuji Foundation for Protein Research",
http://dx.doi.org/10.13039/501100008766,"Fujian Agriculture and Forestry University",
http://dx.doi.org/10.13039/501100006051,"Fujian Institute of Research on the Structure of Matter",
http://dx.doi.org/10.13039/501100005270,"Fujian Provincial Department of Science and Technology",
http://dx.doi.org/10.13039/501100008462,"Fujian University of Technology",
http://dx.doi.org/10.13039/501100008021,"Fujian University of Traditional Chinese Medicine",
http://dx.doi.org/10.13039/501100008847,"Fujian Bureau of Surveying, Mapping and Geoinformation",
http://dx.doi.org/10.13039/501100002424,"Fujifilm Corporation",
http://dx.doi.org/10.13039/501100002414,"Fujifilm Holdings",
http://dx.doi.org/10.13039/501100005062,"Fujirebio Europe",
http://dx.doi.org/10.13039/501100007877,"Fujita Health University",
http://dx.doi.org/10.13039/501100003393,"Fujitsu",
http://dx.doi.org/10.13039/501100008345,"Fujiwara Natural History Foundation",
http://dx.doi.org/10.13039/501100003394,"Fukada Geological Institute",
http://dx.doi.org/10.13039/501100003348,"Fukuda Foundation for Medical Technology",
http://dx.doi.org/10.13039/501100007804,"Fukuoka Dental College",
http://dx.doi.org/10.13039/501100007369,"Fukuoka Foundation for Sound Health",
http://dx.doi.org/10.13039/501100005610,"Fukuoka University",
http://dx.doi.org/10.13039/501100004910,"Fukuoka Women’s University",
http://dx.doi.org/10.13039/501100008467,"Fukushima University",
http://dx.doi.org/10.13039/100010629,"Fulbright Association",
http://dx.doi.org/10.13039/100010081,"Fulbright Canada",
http://dx.doi.org/10.13039/100008025,"Fulbright Foundation in Greece",
http://dx.doi.org/10.13039/501100001551,"Fulbright New Zealand",
http://dx.doi.org/10.13039/100009109,"Fuli Institute of Food Science, Zhejiang University",
http://dx.doi.org/10.13039/100006762,"Fullerton College Foundation",
http://dx.doi.org/10.13039/100011188,"Fulton School of Liberal Arts",
http://dx.doi.org/10.13039/501100003349,"Fumi Yamamura Memorial Foundation for Female Natural Scientists",
http://dx.doi.org/10.13039/501100003165,"Functional Polymer Materials and Fine Chemicals Center, Foshan Center of Chinese Academy of Sciences",
http://dx.doi.org/10.13039/100001122,"Fund For New Jersey",
http://dx.doi.org/10.13039/100003784,"Fund for Astrophysical Research",
http://dx.doi.org/10.13039/100003785,"Fund for Folk Culture",
http://dx.doi.org/10.13039/100008024,"Fund for Innovative Climate and Energy Research",
http://dx.doi.org/10.13039/100001633,"Fund for Social Change",
http://dx.doi.org/10.13039/501100008394,"Fundació Bosch i Gimpera",
http://dx.doi.org/10.13039/501100008105,"Fundació Catalunya-La Pedrera",
http://dx.doi.org/10.13039/100010159,"Fundació Ciutat de Valls",
http://dx.doi.org/10.13039/100008666,"Fundació la Marató de TV3",
http://dx.doi.org/10.13039/501100008767,"Fundación Agencia Aragonesa para la Investigación y el Desarrollo",
http://dx.doi.org/10.13039/501100006449,"Fundación Alberto J. Roemmers",
http://dx.doi.org/10.13039/100008052,"Fundación Alfonso Martín Escudero",
http://dx.doi.org/10.13039/100008062,"Fundación Alicia Koplowitz",
http://dx.doi.org/10.13039/100008053,"Fundación Antorchas",
http://dx.doi.org/10.13039/100007406,"Fundación BBVA",
http://dx.doi.org/10.13039/501100004975,"Fundación Bancaja",
http://dx.doi.org/10.13039/100008049,"Fundación Banco Santander",
http://dx.doi.org/10.13039/501100006373,"Fundación Botín",
http://dx.doi.org/10.13039/501100008777,"Fundación Bunge y Born",
http://dx.doi.org/10.13039/100008051,"Fundación Caja Castellón",
http://dx.doi.org/10.13039/501100003403,"Fundación Caja Madrid",
http://dx.doi.org/10.13039/501100006671,"Fundación Caja Navarra",
http://dx.doi.org/10.13039/501100008540,"Fundación Cajamurcia",
http://dx.doi.org/10.13039/100007650,"Fundación Canaria de Investigación y Salud",
http://dx.doi.org/10.13039/501100008727,"Fundación Cardioinfantil - Instituto de Cardiología",
http://dx.doi.org/10.13039/100008050,"Fundación Cellex",
http://dx.doi.org/10.13039/100008060,"Fundación Centros Tecnológicos Iñaki Goenaga",
http://dx.doi.org/10.13039/501100002704,"Fundación Científica Asociación Española Contra el Cáncer",
http://dx.doi.org/10.13039/501100007763,"Fundación Costa Rica Estados Unidos para la Cooperación",
http://dx.doi.org/10.13039/501100006414,"Fundación Emilio Soldevilla para la Investigación y el Desarrollo en Economía de la Empresa",
http://dx.doi.org/10.13039/501100007827,"Fundación Endesa",
http://dx.doi.org/10.13039/100008055,"Fundación Eugenio Rodríguez Pascual",
http://dx.doi.org/10.13039/100008056,"Fundación Florencio Fiorini",
http://dx.doi.org/10.13039/501100006003,"Fundación General CSIC",
http://dx.doi.org/10.13039/501100005343,"Fundación IMSS",
http://dx.doi.org/10.13039/501100005676,"Fundación Josep Carreras Contra la Leucemia",
http://dx.doi.org/10.13039/501100003350,"Fundación Mapfre",
http://dx.doi.org/10.13039/100008061,"Fundación Mutua Madrileña",
http://dx.doi.org/10.13039/501100006131,"Fundación Pablo García",
http://dx.doi.org/10.13039/501100006336,"Fundación Princesa de Asturias",
http://dx.doi.org/10.13039/100010154,"Fundación Pública Andaluza para la Gestión de la Investigación en Salud de Sevilla",
http://dx.doi.org/10.13039/100008054,"Fundación Ramón Areces",
http://dx.doi.org/10.13039/501100007043,"Fundación Salud 2000",
http://dx.doi.org/10.13039/501100007829,"Fundación San Ignacio del Huinay",
http://dx.doi.org/10.13039/501100007649,"Fundación Sandra Ibarra de Solidaridad Frente al Cáncer",
http://dx.doi.org/10.13039/501100006185,"Fundación Segundo Gil Dávila",
http://dx.doi.org/10.13039/100007801,"Fundación Séneca",
http://dx.doi.org/10.13039/501100003402,"Fundación Valle del Lili",
http://dx.doi.org/10.13039/100008059,"Fundación Vodafone España",
http://dx.doi.org/10.13039/501100008558,"Fundación WOP",
http://dx.doi.org/10.13039/501100008032,"Fundación YPF",
http://dx.doi.org/10.13039/100009072,"Fundación da Enxeñería Civil de Galicia",
http://dx.doi.org/10.13039/100007407,"Fundación de Conservación Jocotoco",
http://dx.doi.org/10.13039/501100007245,"Fundación para el Conocimiento Madri+d",
http://dx.doi.org/10.13039/501100008430,"Fundación para el Fomento en Asturias de la Investigación Científica Aplicada y la Tecnología",
http://dx.doi.org/10.13039/501100003351,"Fundación para la Formación y la Investigación de los Profesionales de la Salud de Extremadura",
http://dx.doi.org/10.13039/100008057,"Fundación para la Investigación del Hospital Universitari La Fe",
http://dx.doi.org/10.13039/501100007671,"Fundación para la Investigación y la Prevención del Sida en España",
http://dx.doi.org/10.13039/501100003985,"Fundación José Luis Castaño",
http://dx.doi.org/10.13039/501100005406,"Fundacja Badań i Rozwoju Nauki",
http://dx.doi.org/10.13039/100009590,"Fundacja dla Uniwersytetu Medycznego w Łodzi",
http://dx.doi.org/10.13039/501100001870,"Fundacja na rzecz Nauki Polskiej",
http://dx.doi.org/10.13039/501100007367,"Fundação Agrisus",
http://dx.doi.org/10.13039/501100005288,"Fundação Amazônia Paraense de Amparo à Pesquisa",
http://dx.doi.org/10.13039/501100004612,"Fundação Araucária",
http://dx.doi.org/10.13039/501100005636,"Fundação Arthur Bernardes",
http://dx.doi.org/10.13039/501100004931,"Fundação Ary Frauzino para Pesquisa e Controle do Câncer",
http://dx.doi.org/10.13039/501100005032,"Fundação Bial",
http://dx.doi.org/10.13039/501100005942,"Fundação Butantan",
http://dx.doi.org/10.13039/501100005635,"Fundação Calouste Gulbenkian",
http://dx.doi.org/10.13039/501100004586,"Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro",
http://dx.doi.org/10.13039/501100006329,"Fundação Casimiro Montenegro Filho",
http://dx.doi.org/10.13039/501100005283,"Fundação Cearense de Apoio ao Desenvolvimento Científico e Tecnológico",
http://dx.doi.org/10.13039/501100006740,"Fundação Coordenação de Projetos, Pesquisas e Estudos Tecnológicos",
http://dx.doi.org/10.13039/501100007699,"Fundação Estadual Norte Fluminense",
http://dx.doi.org/10.13039/501100006182,"Fundação Estadual de Amparo à Pesquisa do Estado do Espírito Santo",
http://dx.doi.org/10.13039/100010737,"Fundação Gorceix",
http://dx.doi.org/10.13039/100009472,"Fundação Grupo Boticário de Proteção à Natureza",
http://dx.doi.org/10.13039/501100007380,"Fundação Instituto de Pesquisas Econômicas",
http://dx.doi.org/10.13039/501100007472,"Fundação Luso-Americana para o Desenvolvimento",
http://dx.doi.org/10.13039/501100006507,"Fundação Oswaldo Cruz",
http://dx.doi.org/10.13039/501100008683,"Fundação Portugal Telecom",
http://dx.doi.org/10.13039/501100002415,"Fundação Sociedade Brasileira de Pediatria",
http://dx.doi.org/10.13039/501100006200,"Fundação Universitária José Bonifácio",
http://dx.doi.org/10.13039/501100008224,"Fundação da Universidade Federal do Paraná",
http://dx.doi.org/10.13039/501100006162,"Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco",
http://dx.doi.org/10.13039/501100006181,"Fundação de Amparo à Pesquisa do Estado da Bahia",
http://dx.doi.org/10.13039/501100005285,"Fundação de Amparo à Pesquisa do Estado de Goiás",
http://dx.doi.org/10.13039/501100004901,"Fundação de Amparo à Pesquisa do Estado de Minas Gerais",
http://dx.doi.org/10.13039/501100001807,"Fundação de Amparo à Pesquisa do Estado de São Paulo",
http://dx.doi.org/10.13039/501100004916,"Fundação de Amparo à Pesquisa do Estado do Amazonas",
http://dx.doi.org/10.13039/501100004911,"Fundação de Amparo à Pesquisa do Estado do Piauí",
http://dx.doi.org/10.13039/501100004263,"Fundação de Amparo à Pesquisa do Estado do Rio Grande do Sul",
http://dx.doi.org/10.13039/501100005667,"Fundação de Amparo à Pesquisa e Inovação do Estado de Santa Catarina",
http://dx.doi.org/10.13039/501100003758,"Fundação de Amparo à Pesquisa e ao Desenvolvimento Científico e Tecnológico do Maranhão",
http://dx.doi.org/10.13039/501100005286,"Fundação de Amparo à Pesquisa do Estado de Mato Grosso",
http://dx.doi.org/10.13039/501100005672,"Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia do Estado de Mato Grosso do Sul",
http://dx.doi.org/10.13039/501100008353,"Fundação de Apoio ao Ensino, Pesquisa e Assistência do Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo",
http://dx.doi.org/10.13039/501100005673,"Fundação de Apoio ao Ensino, Pesquisa e Extensão de Itajubá",
http://dx.doi.org/10.13039/501100005668,"Fundação de Apoio à Pesquisa do Distrito Federal",
http://dx.doi.org/10.13039/501100005669,"Fundação de Apoio à Pesquisa do Estado da Paraíba",
http://dx.doi.org/10.13039/501100005670,"Fundação de Apoio à Pesquisa do Rio Grande do Norte",
http://dx.doi.org/10.13039/501100005671,"Fundação de Apoio à Pesquisa e à Inovação Tecnológica do Estado de Sergipe",
http://dx.doi.org/10.13039/501100005674,"Fundação de Desenvolvimento da Pesquisa",
http://dx.doi.org/10.13039/501100005675,"Fundação de Desenvolvimento de Tecnópolis",
http://dx.doi.org/10.13039/501100004878,"Fundação de Ensino e Pesquisa de Uberaba",
http://dx.doi.org/10.13039/501100007377,"Fundação de Estudo e Pesquisa em Medicina Veterinária e Zootecnia",
http://dx.doi.org/10.13039/501100005287,"Fundação de Tecnologia do Estado do Acre",
http://dx.doi.org/10.13039/501100004930,"Fundação do Câncer",
http://dx.doi.org/10.13039/501100001871,"Fundação para a Ciência e a Tecnologia",
http://dx.doi.org/10.13039/501100003401,"Fundação de Amparo à Pesquisa do Estado de Alagoas",
http://dx.doi.org/10.13039/501100007364,"Fundația ADEPT",
http://dx.doi.org/10.13039/100008382,"Fundo Regional para a Ciência e Tecnologia",
http://dx.doi.org/10.13039/501100006417,"Fundo de Apoio ao Ensino, à Pesquisa e Extensão, Universidade Estadual de Campinas",
http://dx.doi.org/10.13039/501100007258,"Fundo para o Desenvolvimento Tecnológico das Telecomunicações",
http://dx.doi.org/10.13039/501100006469,"Fundo para o Desenvolvimento das Ciências e da Tecnologia",
http://dx.doi.org/10.13039/100003786,"Funeral Service Foundation",
http://dx.doi.org/10.13039/100006966,"Furman Center for Real Estate and Urban Policy, New York University",
http://dx.doi.org/10.13039/100006807,"Furman University",
http://dx.doi.org/10.13039/100006207,"Fusion Energy Sciences",
http://dx.doi.org/10.13039/501100000808,"Fusion for Energy",
http://dx.doi.org/10.13039/100007632,"Futaba Electronics Memorial Foundation",
http://dx.doi.org/10.13039/501100008571,"Futura Fond til Vitenskapelig Medisinsk Forskning",
http://dx.doi.org/10.13039/501100006148,"Future Forests Research",
http://dx.doi.org/10.13039/501100008859,"Fuzhou University",
http://dx.doi.org/10.13039/501100003100,"Fédération Française de Cardiologie",
http://dx.doi.org/10.13039/501100002910,"Fédération Wallonie-Bruxelles",
http://dx.doi.org/10.13039/501100006424,"Fédération pour la Recherche sur le Cerveau",
http://dx.doi.org/10.13039/501100003094,"Fördergemeinschaft Deutsche Kinderherzzentren",
http://dx.doi.org/10.13039/501100006146,"Fördergemeinschaft Kinderkrebs-Zentrum Hamburg",
http://dx.doi.org/10.13039/100001229,"G. Harold and Leila Y. Mathers Charitable Foundation",
http://dx.doi.org/10.13039/100001372,"G. Unger Vetlesen Foundation",
http://dx.doi.org/10.13039/501100003409,"GABA International",
http://dx.doi.org/10.13039/100006765,"GATS",
http://dx.doi.org/10.13039/100001125,"GAVI Alliance",
http://dx.doi.org/10.13039/100011403,"GCHQ",
http://dx.doi.org/10.13039/501100006287,"GDF Suez",
http://dx.doi.org/10.13039/100006774,"GE Energy",
http://dx.doi.org/10.13039/100006775,"GE Healthcare",
http://dx.doi.org/10.13039/100006766,"GE Oil and Gas",
http://dx.doi.org/10.13039/501100003153,"GEOMAR Helmholtz-Zentrum für Ozeanforschung Kiel",
http://dx.doi.org/10.13039/100001121,"GEORGE F. and SYBIL H. FULLER FOUNDATION",
http://dx.doi.org/10.13039/100005128,"GEORGIA POWER",
http://dx.doi.org/10.13039/501100003296,"GGZ Drenthe",
http://dx.doi.org/10.13039/501100003295,"GGZ Friesland",
http://dx.doi.org/10.13039/501100003292,"GGZ inGeest",
http://dx.doi.org/10.13039/501100006587,"GIS-Institut des Maladies Rares",
http://dx.doi.org/10.13039/501100008219,"GN Store Nord Foundation",
http://dx.doi.org/10.13039/100001652,"GRAMMY Foundation",
http://dx.doi.org/10.13039/100003817,"GRAVITY RESEARCH INSTITUTE",
http://dx.doi.org/10.13039/100009858,"Gabrielle’s Angel Foundation for Cancer Research",
http://dx.doi.org/10.13039/501100002631,"Gachon University",
http://dx.doi.org/10.13039/501100006107,"Gachon University Gil Medical Center",
http://dx.doi.org/10.13039/501100003553,"Gaelic Athletic Association",
http://dx.doi.org/10.13039/100006763,"Gail Parkins Memorial Ovarian Awareness Walk",
http://dx.doi.org/10.13039/501100003353,"Galatasaray Üniversitesi",
http://dx.doi.org/10.13039/501100001056,"Gallipoli Medical Research Foundation",
http://dx.doi.org/10.13039/501100006093,"Gallmann Africa Conservancy/the Gallmann Memorial Foundation",
http://dx.doi.org/10.13039/501100008625,"GambleAware",
http://dx.doi.org/10.13039/501100003742,"Gambling Awareness Nova Scotia",
http://dx.doi.org/10.13039/501100007553,"Gambling Research Exchange Ontario",
